log_season,log_event,log_id,log_source,log_admin,log_timestamp,log_upid,log_player_name,log_team,log_pos,log_age,log_level,log_team_rank,log_rank,log_eta,log_player_type,log_owner,log_contract,log_status,log_years,log_update_type,cp_name,cp_team,cp_position,cp_manager,cp_player_type,cp_contract_type,cp_status,cp_years_simple,cp_yahoo_id,cp_upid,cp_mlb_id,cp_FBP_Team,cp_birth_date,cp_age,cp_height,cp_weight,cp_bats,cp_throws,cp_mlb_primary_position,cp_fypd,cp_rank,cp_debut_date,cp_debuted,mismatch_reason
2026,26 PAD,2026-2026-02-06T18:47:00.327446-05:00-UPID_6707-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-06T18:47:00.327446-05:00,6707,Kristian Campbell,BOS,"2B,CF",23,,,1699,,Farm,Rick Vaughn,Purchased Contract,[7] P,PC,Purchase,Kristian Campbell,BOS,"2B,CF",Rick Vaughn,Farm,Purchased Contract,[7] P,P,63128,6707,692225,RV,2002-06-28,23,"6' 3""",191,R,R,2B,False,1699,03/27/2025,True,years_simple_mismatch:P->PC
2026,26 PAD,2026-2026-02-06T18:47:00.327520-05:00-UPID_7591-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-06T18:47:00.327520-05:00,7591,Carson Benge,NYM,OF,22,,,21,,Farm,Rick Vaughn,Purchased Contract,[7] P,PC,Purchase,Carson Benge,NYM,OF,Rick Vaughn,Farm,Purchased Contract,[7] P,P,64329,7591,701807,RV,2003-01-20,23,"6' 1""",184,L,R,OF,False,21,,False,years_simple_mismatch:P->PC
2026,26 PAD,2026-2026-02-06T18:47:00.327802-05:00-UPID_7568-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-06T18:47:00.327802-05:00,7568,Cam Schlittler,NYY,SP,,MLB,,1113,,Farm,Rick Vaughn,Purchased Contract,[9] P,PC,Purchase,Cam Schlittler,NYY,SP,,Farm,,[7] P,P,64985,7568,693645,,2001-02-05,25,"6' 6""",225,R,R,P,False,1113,,True,manager_blank;contract_mismatch:->Purchased Contract;years_simple_mismatch:P->PC
2026,26 PAD,2026-2026-02-06T18:47:00.327844-05:00-UPID_3661-Blue Chip-2026_PAD,2026_PAD,pad_submission,2026-02-06T18:47:00.327844-05:00,3661,Josue De Paula,LAD,OF,20,,,13,,Farm,Rick Vaughn,Blue Chip Contract,[7] P,BC,Blue Chip,Josue De Paula,LAD,OF,Rick Vaughn,Farm,Purchased Contract,[7] P,P,63576,3661,800543,RV,2005-05-24,20,"6' 3""",185,L,L,CF,False,13,,False,contract_mismatch:Purchased Contract->Blue Chip Contract;years_simple_mismatch:P->BC
2026,26 PAD,2026-2026-02-06T18:47:00.327883-05:00-UPID_3934-Blue Chip-2026_PAD,2026_PAD,pad_submission,2026-02-06T18:47:00.327883-05:00,3934,Noah Schultz,CWS,SP,22,,,40,,Farm,Rick Vaughn,Blue Chip Contract,[7] P,BC,Blue Chip,Noah Schultz,CWS,SP,Rick Vaughn,Farm,Purchased Contract,[7] P,P,60156,3934,702273,RV,2003-08-05,22,"6' 10""",240,L,L,P,False,40,,False,contract_mismatch:Purchased Contract->Blue Chip Contract;years_simple_mismatch:P->BC
2026,26 PAD,2026-2026-02-06T18:47:00.327928-05:00-UPID_6141-Blue Chip-2026_PAD,2026_PAD,pad_submission,2026-02-06T18:47:00.327928-05:00,6141,Sebastian Walcott,TEX,"3B,SS",19,,,6,,Farm,Rick Vaughn,Blue Chip Contract,[7] P,BC,Blue Chip,Sebastian Walcott,TEX,"3B,SS",Rick Vaughn,Farm,Purchased Contract,[7] P,P,63633,6141,806964,RV,2006-03-14,19,"6' 4""",190,R,R,SS,False,6,,False,contract_mismatch:Purchased Contract->Blue Chip Contract;years_simple_mismatch:P->BC
2026,26 PAD,2026-2026-02-06T18:47:00.327969-05:00-UPID_7213-Blue Chip-2026_PAD,2026_PAD,pad_submission,2026-02-06T18:47:00.327969-05:00,7213,Emil Morales,LAD,SS,19,,,100,,Farm,Rick Vaughn,Blue Chip Contract,[7] P,BC,Blue Chip,Emil Morales,LAD,SS,Rick Vaughn,Farm,Development Cont.,[7] P,P,64966,7213,815896,RV,2006-09-22,19,"6' 3""",191,R,R,SS,False,100,,False,contract_mismatch:Development Cont.->Blue Chip Contract;years_simple_mismatch:P->BC
2026,26 PAD,2026-2026-02-06T23:05:55.562783-05:00-UPID_3935-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-06T23:05:55.562783-05:00,3935,Ryan Clifford,NYM,"1B,OF",22,,,134,,Farm,not much of a donkey,Development Contract,[7] P,DC,Purchase,Ryan Clifford,NYM,"1B,OF",not much of a donkey,Farm,Farm Contract,[7] P,P,60185,3935,691775,SAD,2003-07-20,22,"6' 3""",200,L,L,1B,False,134,,False,contract_mismatch:Farm Contract->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-06T23:05:55.562910-05:00-UPID_6593-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-06T23:05:55.562910-05:00,6593,Jefferson Rojas,CHC,SS,20,,,151,,Farm,not much of a donkey,Development Contract,[7] P,DC,Purchase,Jefferson Rojas,CHC,SS,not much of a donkey,Farm,Farm Contract,[7] P,P,63538,6593,800473,SAD,2005-04-25,20,"5' 11""",150,R,R,SS,False,151,,False,contract_mismatch:Farm Contract->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-06T23:05:55.563450-05:00-UPID_6564-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-06T23:05:55.563450-05:00,6564,Eduardo Quintero,LAD,OF,20,,,34,,Farm,not much of a donkey,Development Contract,[7] P,DC,Purchase,Eduardo Quintero,LAD,OF,not much of a donkey,Farm,Purchased Contract,[7] P,P,64967,6564,808234,SAD,2005-09-16,20,"6' 1""",175,R,R,OF,False,34,,False,contract_mismatch:Purchased Contract->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-06T23:05:55.564088-05:00-UPID_7671-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-06T23:05:55.564088-05:00,7671,Khal Stephen,TOR,SP,23,,,123,,Farm,not much of a donkey,Development Contract,[7] P,DC,Purchase,Khal Stephen,TOR,SP,not much of a donkey,Farm,Purchased Contract,[7] P,P,,7671,701590,SAD,2002-12-21,23,"6' 4""",215,R,R,P,False,123,,False,contract_mismatch:Purchased Contract->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-06T23:05:55.564715-05:00-UPID_7675-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-06T23:05:55.564715-05:00,7675,Caleb Bonemer,CWS,"3B,SS",20,,,73,,Farm,not much of a donkey,Development Contract,[7] P,DC,Purchase,Caleb Bonemer,CWS,"3B,SS",not much of a donkey,Farm,Purchased Contract,[7] P,P,64370,7675,815352,SAD,2005-10-05,20,"6' 1""",195,R,R,SS,False,73,,False,contract_mismatch:Purchased Contract->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-06T23:05:55.564801-05:00-UPID_3951-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-06T23:05:55.564801-05:00,3951,Sal Stewart,CIN,1B,22,,,31,,Farm,not much of a donkey,Purchased Contract,[7] P,PC,Purchase,Sal Stewart,CIN,1B,not much of a donkey,Farm,Purchased Contract,[7] P,P,60129,3951,701398,SAD,2003-12-07,22,"6' 1""",224,R,R,3B,False,31,09/01/2025,True,years_simple_mismatch:P->PC
2026,26 PAD,2026-2026-02-06T23:05:55.564873-05:00-UPID_6752-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-06T23:05:55.564873-05:00,6752,Grant Taylor,CWS,RP,23,,,1409,,Farm,not much of a donkey,Purchased Contract,[7] P,PC,Purchase,Grant Taylor,CWS,RP,not much of a donkey,Farm,Purchased Contract,[7] P,P,63027,6752,691799,SAD,2002-05-20,23,"6' 3""",230,R,R,P,False,1409,06/10/2025,True,years_simple_mismatch:P->PC
2026,26 PAD,2026-2026-02-06T23:05:55.565226-05:00-UPID_4665-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-06T23:05:55.565226-05:00,4665,Troy Melton,DET,"SP,RP",,MLB,,2106,,Farm,not much of a donkey,Purchased Contract,[9] P,PC,Purchase,Troy Melton,DET,"SP,RP",,Farm,,[7] P,P,60175,4665,675512,,2000-12-03,25,"6' 4""",210,R,R,P,False,2106,,True,manager_blank;contract_mismatch:->Purchased Contract;years_simple_mismatch:P->PC
2026,26 PAD,2026-2026-02-06T23:05:55.565302-05:00-UPID_4593-Blue Chip-2026_PAD,2026_PAD,pad_submission,2026-02-06T23:05:55.565302-05:00,4593,Samuel Basallo,BAL,C,21,,,7,,Farm,not much of a donkey,Blue Chip Contract,[7] P,BC,Blue Chip,Samuel Basallo,BAL,C,not much of a donkey,Farm,Purchased Contract,[7] P,P,60092,4593,694212,SAD,2004-08-13,21,"6' 4""",180,L,R,C,False,7,08/17/2025,True,contract_mismatch:Purchased Contract->Blue Chip Contract;years_simple_mismatch:P->BC
2026,26 PAD,2026-2026-02-06T23:05:55.565779-05:00-UPID_6911-Blue Chip-2026_PAD,2026_PAD,pad_submission,2026-02-06T23:05:55.565779-05:00,6911,Nolan McLean,NYM,SP,24,,,11,,Farm,not much of a donkey,Blue Chip Contract,[7] P,BC,Blue Chip,Nolan McLean,NYM,SP,not much of a donkey,Farm,Purchased Contract,[7] P,P,62935,6911,690997,SAD,2001-07-24,24,"6' 2""",214,R,R,P,False,11,08/16/2025,True,contract_mismatch:Purchased Contract->Blue Chip Contract;years_simple_mismatch:P->BC
2026,26 PAD,2026-2026-02-07T00:50:54.938101-05:00-UPID_3875-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-07T00:50:54.938101-05:00,3875,Jarlin Susana,WSH,SP,21,,,87,,Farm,La Flama Blanca,Development Contract,[7] P,DC,Purchase,Jarlin Susana,WSH,SP,La Flama Blanca,Farm,Purchased Contract,[7] P,P,60455,3875,703186,LFB,2004-03-23,21,"6' 6""",235,R,R,P,False,87,,False,contract_mismatch:Purchased Contract->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-07T00:50:54.938154-05:00-UPID_3746-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-07T00:50:54.938154-05:00,3746,Roderick Arias,NYY,"3B,SS",21,,,614,,Farm,La Flama Blanca,Development Contract,[7] P,DC,Purchase,Roderick Arias,NYY,"3B,SS",La Flama Blanca,Farm,Development Cont.,[7] P,P,60296,3746,703149,LFB,2004-09-09,21,"6' 0""",178,S,R,SS,False,614,,False,contract_mismatch:Development Cont.->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-07T00:50:54.938195-05:00-UPID_6571-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-07T00:50:54.938195-05:00,6571,Noble Meyer,MIA,SP,21,,,376,,Farm,La Flama Blanca,Development Contract,[7] P,DC,Purchase,Noble Meyer,MIA,SP,La Flama Blanca,Farm,Purchased Contract,[7] P,P,62980,6571,800611,LFB,2005-01-10,21,"6' 5""",185,R,R,P,False,376,,False,contract_mismatch:Purchased Contract->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-07T00:50:54.938229-05:00-UPID_6617-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-07T00:50:54.938229-05:00,6617,Ralphy Velazquez,CLE,1B,20,,,158,,Farm,La Flama Blanca,Development Contract,[7] P,DC,Purchase,Ralphy Velazquez,CLE,1B,La Flama Blanca,Farm,Farm Contract,[7] P,P,62952,6617,806252,LFB,2005-05-28,20,"6' 3""",240,L,R,1B,False,158,,False,contract_mismatch:Farm Contract->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-07T00:50:54.938287-05:00-UPID_6665-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-07T00:50:54.938287-05:00,6665,Aroon Escobar,PHI,"2B,3B",21,,,114,,Farm,La Flama Blanca,Development Contract,[7] P,DC,Purchase,Aroon Escobar,PHI,"2B,3B",La Flama Blanca,Farm,Purchased Contract,[7] P,P,64987,6665,800169,LFB,2005-01-01,21,"5' 10""",180,R,R,2B,False,114,,False,contract_mismatch:Purchased Contract->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-07T00:50:54.938322-05:00-UPID_7177-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-07T00:50:54.938322-05:00,7177,Jose Perdomo,ATL,SS,19,,,751,,Farm,La Flama Blanca,Development Contract,[7] P,DC,Purchase,Jose Perdomo,ATL,SS,La Flama Blanca,Farm,Development Cont.,[7] P,P,64911,7177,815899,LFB,2006-09-20,19,"5' 11""",180,R,R,SS,False,751,,False,contract_mismatch:Development Cont.->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-07T00:50:54.938353-05:00-UPID_7347-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-07T00:50:54.938353-05:00,7347,Cam Caminiti,ATL,SP,19,,,72,,Farm,La Flama Blanca,Development Contract,[7] P,DC,Purchase,Cam Caminiti,ATL,SP,La Flama Blanca,Farm,Farm Contract,[7] P,P,64326,7347,807284,LFB,2006-08-08,19,"6' 2""",195,L,L,P,False,72,,False,contract_mismatch:Farm Contract->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-07T00:50:54.938392-05:00-UPID_7776-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-07T00:50:54.938392-05:00,7776,Shotaro Morii,ATH,SS,19,,,811,,Farm,La Flama Blanca,Development Contract,[7] P,DC,Purchase,Shotaro Morii,ATH,SS,La Flama Blanca,Farm,Purchased Contract,[7] P,P,65050,7776,829679,LFB,2006-12-15,19,"6' 0""",190,L,R,SS,False,811,,False,contract_mismatch:Purchased Contract->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-07T00:50:54.938426-05:00-UPID_7785-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-07T00:50:54.938426-05:00,7785,Elian Peña,NYM,OF,19,,,898,,Farm,La Flama Blanca,Development Contract,[7] P,DC,Purchase,Elian Peña,NYM,OF,La Flama Blanca,Farm,Farm Contract,[7] P,P,65645,7785,821262,LFB,2006-11-28,19,"6' 0""",183,R,R,OF,False,898,,False,contract_mismatch:Farm Contract->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-07T00:50:54.938455-05:00-UPID_2450-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-07T00:50:54.938455-05:00,2450,Emmanuel Rodriguez,MIN,CF,22,,,69,,Farm,La Flama Blanca,Purchased Contract,[7] P,PC,Purchase,Emmanuel Rodriguez,MIN,CF,La Flama Blanca,Farm,Purchased Contract,[7] P,P,12487,2450,691181,LFB,2003-02-28,22,"5' 11""",210,L,L,CF,False,69,,False,years_simple_mismatch:P->PC
2026,26 PAD,2026-2026-02-07T00:50:54.938484-05:00-UPID_3499-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-07T00:50:54.938484-05:00,3499,Harry Ford,SEA,C,22,,,42,,Farm,La Flama Blanca,Purchased Contract,[7] P,PC,Purchase,Harry Ford,SEA,C,La Flama Blanca,Farm,Purchased Contract,[7] P,P,,3499,695670,LFB,2003-02-21,22,"5' 10""",200,R,R,C,False,42,09/05/2025,True,years_simple_mismatch:P->PC
2026,26 PAD,2026-2026-02-07T00:50:54.938514-05:00-UPID_6075-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-07T00:50:54.938514-05:00,6075,Edgardo Henriquez,LAD,RP,,,,1315,,Farm,La Flama Blanca,Purchased Contract,[7] P,PC,Purchase,Edgardo Henriquez,LAD,RP,La Flama Blanca,Farm,Purchased Contract,[7] P,P,60239,6075,683618,LFB,2002-06-24,23,"6' 4""",200,R,R,P,False,1315,,True,years_simple_mismatch:P->PC
2026,26 PAD,2026-2026-02-07T00:50:54.938548-05:00-UPID_6140-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-07T00:50:54.938548-05:00,6140,Alfredo Duno,CIN,C,20,,,48,,Farm,La Flama Blanca,Purchased Contract,[7] P,PC,Purchase,Alfredo Duno,CIN,C,La Flama Blanca,Farm,Farm Contract,[7] P,P,63545,6140,806957,LFB,2006-01-07,20,"6' 2""",210,R,R,C,False,48,,False,contract_mismatch:Farm Contract->Purchased Contract;years_simple_mismatch:P->PC
2026,26 PAD,2026-2026-02-07T00:50:54.938579-05:00-UPID_7612-Blue Chip-2026_PAD,2026_PAD,pad_submission,2026-02-07T00:50:54.938579-05:00,7612,Konnor Griffin,PIT,"SS,CF",19,,,1,,Farm,La Flama Blanca,Blue Chip Contract,[7] P,BC,Blue Chip,Konnor Griffin,PIT,"SS,CF",La Flama Blanca,Farm,Purchased Contract,[7] P,P,64318,7612,804606,LFB,2006-04-24,19,"6' 4""",225,R,R,SS,False,1,,False,contract_mismatch:Purchased Contract->Blue Chip Contract;years_simple_mismatch:P->BC
2026,26 PAD,2026-2026-02-07T00:50:54.938609-05:00-UPID_7746-Blue Chip-2026_PAD,2026_PAD,pad_submission,2026-02-07T00:50:54.938609-05:00,7746,Josuar Gonzalez,SF,SS,18,,,82,,Farm,La Flama Blanca,Blue Chip Contract,[7] P,BC,Blue Chip,Josuar Gonzalez,SF,SS,La Flama Blanca,Farm,Purchased Contract,[7] P,P,65056,7746,829034,LFB,2007-10-16,18,"6' 0""",167,S,R,SS,False,82,,False,contract_mismatch:Purchased Contract->Blue Chip Contract;years_simple_mismatch:P->BC
2026,26 PAD,2026-2026-02-07T12:23:12.406747-05:00-UPID_6723-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-07T12:23:12.406747-05:00,6723,Jonny Farmelo,SEA,OF,21,,,75,,Farm,Btwn2Jackies,Development Contract,[7] P,DC,Purchase,Jonny Farmelo,SEA,OF,Btwn2Jackies,Farm,Purchased Contract,[7] P,P,63004,6723,806071,B2J,2004-09-09,21,"6' 2""",205,L,R,OF,False,75,,False,contract_mismatch:Purchased Contract->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-07T12:23:12.406801-05:00-UPID_7470-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-07T12:23:12.406801-05:00,7470,Brody Hopkins,TB,SP,23,,,103,,Farm,Btwn2Jackies,Development Contract,[7] P,DC,Purchase,Brody Hopkins,TB,SP,Btwn2Jackies,Farm,Farm Contract,[7] P,P,63190,7470,811315,B2J,2002-01-18,24,"6' 4""",200,R,R,P,False,103,,False,contract_mismatch:Farm Contract->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-07T12:23:12.406821-05:00-UPID_7578-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-07T12:23:12.406821-05:00,7578,Dante Nori,PHI,OF,21,,,121,,Farm,Btwn2Jackies,Development Contract,[7] P,DC,Purchase,Dante Nori,PHI,OF,Btwn2Jackies,Farm,Farm Contract,[7] P,P,64358,7578,807276,B2J,2004-10-07,21,"5' 9""",190,L,L,OF,False,121,,False,contract_mismatch:Farm Contract->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-07T12:23:12.406839-05:00-UPID_7662-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-07T12:23:12.406839-05:00,7662,Ben Hess,NYY,SP,23,,,128,,Farm,Btwn2Jackies,Development Contract,[7] P,DC,Purchase,Ben Hess,NYY,SP,Btwn2Jackies,Farm,Purchased Contract,[7] P,P,64351,7662,696292,B2J,2002-09-03,23,"6' 5""",255,R,R,P,False,128,,False,contract_mismatch:Purchased Contract->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-07T12:23:12.407293-05:00-UPID_7622-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-07T12:23:12.407293-05:00,7622,Rainiel Rodriguez,STL,C,19,,,55,,Farm,Btwn2Jackies,Development Contract,[7] P,DC,Purchase,Rainiel Rodriguez,STL,C,Btwn2Jackies,Farm,Purchased Contract,[7] P,P,64916,7622,823787,B2J,2007-01-04,19,"5' 10""",197,R,R,C,False,55,,False,contract_mismatch:Purchased Contract->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-07T12:23:12.407315-05:00-UPID_3790-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-07T12:23:12.407315-05:00,3790,Moises Ballesteros,CHC,C,22,,,53,,Farm,Btwn2Jackies,Purchased Contract,[7] P,PC,Purchase,Moises Ballesteros,CHC,C,Btwn2Jackies,Farm,Purchased Contract,[7] P,P,60120,3790,694208,B2J,2003-11-08,22,"5' 8""",195,L,R,C,False,53,05/13/2025,True,years_simple_mismatch:P->PC
2026,26 PAD,2026-2026-02-07T12:23:12.407341-05:00-UPID_3899-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-07T12:23:12.407341-05:00,3899,Jett Williams,NYM,"2B,SS,OF",22,,,30,,Farm,Btwn2Jackies,Purchased Contract,[7] P,PC,Purchase,Jett Williams,NYM,"2B,SS,OF",Btwn2Jackies,Farm,Purchased Contract,[7] P,P,,3899,702518,B2J,2003-11-03,22,"5' 7""",175,R,R,SS,False,30,,False,years_simple_mismatch:P->PC
2026,26 PAD,2026-2026-02-07T12:23:12.407367-05:00-UPID_3910-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-07T12:23:12.407367-05:00,3910,Spencer Jones,NYY,CF,24,,,99,,Farm,Btwn2Jackies,Purchased Contract,[7] P,PC,Purchase,Spencer Jones,NYY,CF,Btwn2Jackies,Farm,Purchased Contract,[7] P,P,60294,3910,682987,B2J,2001-05-14,24,"6' 7""",240,L,L,CF,False,99,,False,years_simple_mismatch:P->PC
2026,26 PAD,2026-2026-02-07T12:23:12.407392-05:00-UPID_4628-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-07T12:23:12.407392-05:00,4628,Luis Morales,ATH,SP,,,,1754,,Farm,Btwn2Jackies,Purchased Contract,[7] P,PC,Purchase,Luis Morales,ATH,SP,Btwn2Jackies,Farm,Farm Contract,[7] P,P,63613,4628,806960,B2J,2002-09-24,23,"6' 3""",200,R,R,P,False,1754,,True,contract_mismatch:Farm Contract->Purchased Contract;years_simple_mismatch:P->PC
