player_id,player_name,ownership_type_2025,owned_by_2025,fbp_team_2025,manager_2025,team_name_2025,ownership_type_2026,owned_by_2026,fbp_team_2026,manager_2026,team_name_2026
11349,Francisco Alvarez,team,458.l.15505.t.3,CFL,Jake,Country Fried Lamb,team,469.l.8560.t.4,HAM,Nathan,Hammers
11358,Garrett Whitlock,team,458.l.15505.t.7,LAW,Mike,Law Abiding Citizen,team,469.l.8560.t.8,SAD,ben,not much of a donkey
11370,Oneil Cruz,team,458.l.15505.t.4,HAM,Nathan,Hammers,team,469.l.8560.t.5,JEP,John Mobley,Jepordizers
11379,Ryan Weathers,team,458.l.15505.t.9,DRO,Zakkeroni,Andromedans,team,469.l.8560.t.2,B2J,Lauren,Btwn2Jackies
11381,Logan Gilbert,team,458.l.15505.t.4,HAM,Nathan,Hammers,team,469.l.8560.t.5,JEP,John Mobley,Jepordizers
11384,Julio Rodríguez,team,458.l.15505.t.8,SAD,ben,not much of a donkey,team,469.l.8560.t.9,DRO,Zakkeroni,Andromedans
11397,Matthew Liberatore,team,458.l.15505.t.7,LAW,Mike,Law Abiding Citizen,team,469.l.8560.t.8,SAD,ben,not much of a donkey
11398,Shane McClanahan,team,458.l.15505.t.6,LFB,Alex,La Flama Blanca,team,469.l.8560.t.7,LAW,Mike,Law Abiding Citizen
11417,Geraldo Perdomo,team,458.l.15505.t.3,CFL,Jake,Country Fried Lamb,team,469.l.8560.t.4,HAM,Nathan,Hammers
11482,Edwin Uceta,team,458.l.15505.t.3,CFL,Jake,Country Fried Lamb,team,469.l.8560.t.4,HAM,Nathan,Hammers
11489,Aaron Ashby,team,458.l.15505.t.6,LFB,Alex,La Flama Blanca,team,469.l.8560.t.7,LAW,Mike,Law Abiding Citizen
11495,Jhoan Duran,team,458.l.15505.t.7,LAW,Mike,Law Abiding Citizen,team,469.l.8560.t.8,SAD,ben,not much of a donkey
11526,Andrés Muñoz,team,458.l.15505.t.6,LFB,Alex,La Flama Blanca,team,469.l.8560.t.7,LAW,Mike,Law Abiding Citizen
11529,Noelvi Marte,team,458.l.15505.t.7,LAW,Mike,Law Abiding Citizen,team,469.l.8560.t.8,SAD,ben,not much of a donkey
11596,Tommy Edman,team,458.l.15505.t.3,CFL,Jake,Country Fried Lamb,team,469.l.8560.t.4,HAM,Nathan,Hammers
11597,Pete Fairbanks,team,458.l.15505.t.5,JEP,John Mobley,Jepordizers,team,469.l.8560.t.6,LFB,Alex,La Flama Blanca
11625,Emmanuel Clase,team,458.l.15505.t.7,LAW,Mike,Law Abiding Citizen,team,469.l.8560.t.8,SAD,ben,not much of a donkey
11644,Tyler Rogers,team,458.l.15505.t.4,HAM,Nathan,Hammers,team,469.l.8560.t.5,JEP,John Mobley,Jepordizers
11645,David Bednar,team,458.l.15505.t.8,SAD,ben,not much of a donkey,team,469.l.8560.t.9,DRO,Zakkeroni,Andromedans
11661,Michael King,team,458.l.15505.t.7,LAW,Mike,Law Abiding Citizen,team,469.l.8560.t.8,SAD,ben,not much of a donkey
11689,Luis Gil,team,458.l.15505.t.5,JEP,John Mobley,Jepordizers,team,469.l.8560.t.6,LFB,Alex,La Flama Blanca
11692,Jake Cronenworth,team,458.l.15505.t.3,CFL,Jake,Country Fried Lamb,team,469.l.8560.t.4,HAM,Nathan,Hammers
11704,Garrett Cleavinger,team,458.l.15505.t.5,JEP,John Mobley,Jepordizers,team,469.l.8560.t.6,LFB,Alex,La Flama Blanca
11717,Trevor Megill,team,458.l.15505.t.8,SAD,ben,not much of a donkey,team,469.l.8560.t.9,DRO,Zakkeroni,Andromedans
11722,Corbin Carroll,team,458.l.15505.t.7,LAW,Mike,Law Abiding Citizen,team,469.l.8560.t.8,SAD,ben,not much of a donkey
11728,Shea Langeliers,team,458.l.15505.t.6,LFB,Alex,La Flama Blanca,team,469.l.8560.t.7,LAW,Mike,Law Abiding Citizen
11732,Adley Rutschman,team,458.l.15505.t.3,CFL,Jake,Country Fried Lamb,team,469.l.8560.t.4,HAM,Nathan,Hammers
11735,Jarren Duran,team,458.l.15505.t.2,B2J,Lauren,Btwn2Jackies,team,469.l.8560.t.3,CFL,Jake,Country Fried Lamb
11750,Nick Lodolo,team,458.l.15505.t.6,LFB,Alex,La Flama Blanca,team,469.l.8560.t.7,LAW,Mike,Law Abiding Citizen
11763,Tarik Skubal,team,458.l.15505.t.6,LFB,Alex,La Flama Blanca,team,469.l.8560.t.7,LAW,Mike,Law Abiding Citizen
11768,Jeremy Peña,team,458.l.15505.t.6,LFB,Alex,La Flama Blanca,team,469.l.8560.t.7,LAW,Mike,Law Abiding Citizen
11771,Bobby Witt Jr.,team,458.l.15505.t.7,LAW,Mike,Law Abiding Citizen,team,469.l.8560.t.8,SAD,ben,not much of a donkey
11778,Michael Busch,team,458.l.15505.t.4,HAM,Nathan,Hammers,team,469.l.8560.t.5,JEP,John Mobley,Jepordizers
11789,Drew Rasmussen,team,458.l.15505.t.4,HAM,Nathan,Hammers,team,469.l.8560.t.5,JEP,John Mobley,Jepordizers
11796,Brett Baty,team,458.l.15505.t.5,JEP,John Mobley,Jepordizers,team,469.l.8560.t.6,LFB,Alex,La Flama Blanca
11805,Jasson Domínguez,team,458.l.15505.t.2,B2J,Lauren,Btwn2Jackies,team,469.l.8560.t.3,CFL,Jake,Country Fried Lamb
11822,CJ Abrams,team,458.l.15505.t.5,JEP,John Mobley,Jepordizers,team,469.l.8560.t.6,LFB,Alex,La Flama Blanca
11823,Joey Cantillo,team,458.l.15505.t.9,DRO,Zakkeroni,Andromedans,team,469.l.8560.t.2,B2J,Lauren,Btwn2Jackies
11826,George Kirby,team,458.l.15505.t.3,CFL,Jake,Country Fried Lamb,team,469.l.8560.t.4,HAM,Nathan,Hammers
11836,Ivan Herrera,team,458.l.15505.t.2,B2J,Lauren,Btwn2Jackies,team,469.l.8560.t.3,CFL,Jake,Country Fried Lamb
11846,Riley O'Brien,team,458.l.15505.t.5,JEP,John Mobley,Jepordizers,team,469.l.8560.t.6,LFB,Alex,La Flama Blanca
11847,Joe Ryan,team,458.l.15505.t.6,LFB,Alex,La Flama Blanca,team,469.l.8560.t.7,LAW,Mike,Law Abiding Citizen
11853,Alejandro Kirk,team,458.l.15505.t.3,CFL,Jake,Country Fried Lamb,team,469.l.8560.t.4,HAM,Nathan,Hammers
11855,Gabriel Moreno,team,458.l.15505.t.7,LAW,Mike,Law Abiding Citizen,team,469.l.8560.t.8,SAD,ben,not much of a donkey
11866,Andrew Vaughn,team,458.l.15505.t.5,JEP,John Mobley,Jepordizers,team,469.l.8560.t.6,LFB,Alex,La Flama Blanca
11903,Luis Garcia,team,458.l.15505.t.5,JEP,John Mobley,Jepordizers,,,,,
11914,Spencer Torkelson,team,458.l.15505.t.6,LFB,Alex,La Flama Blanca,team,469.l.8560.t.7,LAW,Mike,Law Abiding Citizen
11920,Alex Vesia,team,458.l.15505.t.6,LFB,Alex,La Flama Blanca,team,469.l.8560.t.7,LAW,Mike,Law Abiding Citizen
11998,Bryan Baker,team,458.l.15505.t.3,CFL,Jake,Country Fried Lamb,team,469.l.8560.t.4,HAM,Nathan,Hammers
12036,Ryan Pepiot,team,458.l.15505.t.5,JEP,John Mobley,Jepordizers,team,469.l.8560.t.6,LFB,Alex,La Flama Blanca
12037,Bobby Miller,team,458.l.15505.t.8,SAD,ben,not much of a donkey,team,469.l.8560.t.9,DRO,Zakkeroni,Andromedans
12056,Michael Harris II,team,458.l.15505.t.6,LFB,Alex,La Flama Blanca,team,469.l.8560.t.7,LAW,Mike,Law Abiding Citizen
12092,Eduard Bazardo,team,458.l.15505.t.2,B2J,Lauren,Btwn2Jackies,team,469.l.8560.t.3,CFL,Jake,Country Fried Lamb
12122,Jordan Westburg,team,458.l.15505.t.6,LFB,Alex,La Flama Blanca,team,469.l.8560.t.7,LAW,Mike,Law Abiding Citizen
12127,Owen Caissie,team,458.l.15505.t.5,JEP,John Mobley,Jepordizers,team,469.l.8560.t.6,LFB,Alex,La Flama Blanca
12136,Brenton Doyle,team,458.l.15505.t.5,JEP,John Mobley,Jepordizers,team,469.l.8560.t.6,LFB,Alex,La Flama Blanca
12141,Hunter Brown,team,458.l.15505.t.9,DRO,Zakkeroni,Andromedans,team,469.l.8560.t.2,B2J,Lauren,Btwn2Jackies
12148,Andy Pages,team,458.l.15505.t.4,HAM,Nathan,Hammers,team,469.l.8560.t.5,JEP,John Mobley,Jepordizers
12156,Cole Sands,team,458.l.15505.t.5,JEP,John Mobley,Jepordizers,team,469.l.8560.t.6,LFB,Alex,La Flama Blanca
12158,J.T. Ginn,team,458.l.15505.t.8,SAD,ben,not much of a donkey,team,469.l.8560.t.9,DRO,Zakkeroni,Andromedans
12203,Griffin Jax,team,458.l.15505.t.3,CFL,Jake,Country Fried Lamb,team,469.l.8560.t.4,HAM,Nathan,Hammers
12215,Tylor Megill,team,458.l.15505.t.6,LFB,Alex,La Flama Blanca,team,469.l.8560.t.7,LAW,Mike,Law Abiding Citizen
12281,Spencer Strider,team,458.l.15505.t.4,HAM,Nathan,Hammers,team,469.l.8560.t.5,JEP,John Mobley,Jepordizers
12305,Randy Rodríguez,team,458.l.15505.t.9,DRO,Zakkeroni,Andromedans,team,469.l.8560.t.2,B2J,Lauren,Btwn2Jackies
12309,Jonathan Aranda,team,458.l.15505.t.4,HAM,Nathan,Hammers,team,469.l.8560.t.5,JEP,John Mobley,Jepordizers
12314,Steven Kwan,team,458.l.15505.t.3,CFL,Jake,Country Fried Lamb,team,469.l.8560.t.4,HAM,Nathan,Hammers
12328,Ronny Henriquez,team,458.l.15505.t.4,HAM,Nathan,Hammers,team,469.l.8560.t.5,JEP,John Mobley,Jepordizers
12336,Maikel Garcia,team,458.l.15505.t.9,DRO,Zakkeroni,Andromedans,team,469.l.8560.t.2,B2J,Lauren,Btwn2Jackies
12345,Kyle Bradish,team,458.l.15505.t.8,SAD,ben,not much of a donkey,team,469.l.8560.t.9,DRO,Zakkeroni,Andromedans
12351,Brendan Donovan,team,458.l.15505.t.2,B2J,Lauren,Btwn2Jackies,team,469.l.8560.t.3,CFL,Jake,Country Fried Lamb
12354,Robert Suarez,team,458.l.15505.t.2,B2J,Lauren,Btwn2Jackies,team,469.l.8560.t.3,CFL,Jake,Country Fried Lamb
12356,Ryne Nelson,team,458.l.15505.t.8,SAD,ben,not much of a donkey,team,469.l.8560.t.9,DRO,Zakkeroni,Andromedans
12370,Connor Norby,team,458.l.15505.t.9,DRO,Zakkeroni,Andromedans,team,469.l.8560.t.2,B2J,Lauren,Btwn2Jackies
12393,Elly De La Cruz,team,458.l.15505.t.8,SAD,ben,not much of a donkey,team,469.l.8560.t.9,DRO,Zakkeroni,Andromedans
12401,Gavin Williams,team,458.l.15505.t.9,DRO,Zakkeroni,Andromedans,team,469.l.8560.t.2,B2J,Lauren,Btwn2Jackies
12409,Hunter Goodman,team,458.l.15505.t.8,SAD,ben,not much of a donkey,team,469.l.8560.t.9,DRO,Zakkeroni,Andromedans
12420,Lenyn Sosa,team,458.l.15505.t.5,JEP,John Mobley,Jepordizers,team,469.l.8560.t.6,LFB,Alex,La Flama Blanca
12429,Reese Olson,team,458.l.15505.t.9,DRO,Zakkeroni,Andromedans,team,469.l.8560.t.2,B2J,Lauren,Btwn2Jackies
12449,Vinnie Pasquantino,team,458.l.15505.t.9,DRO,Zakkeroni,Andromedans,team,469.l.8560.t.2,B2J,Lauren,Btwn2Jackies
12468,Eury Pérez,team,458.l.15505.t.8,SAD,ben,not much of a donkey,team,469.l.8560.t.9,DRO,Zakkeroni,Andromedans
12476,Sal Frelick,team,458.l.15505.t.7,LAW,Mike,Law Abiding Citizen,team,469.l.8560.t.8,SAD,ben,not much of a donkey
12480,Jackson Chourio,team,458.l.15505.t.8,SAD,ben,not much of a donkey,team,469.l.8560.t.9,DRO,Zakkeroni,Andromedans
12505,Mason Miller,team,458.l.15505.t.8,SAD,ben,not much of a donkey,team,469.l.8560.t.9,DRO,Zakkeroni,Andromedans
12519,Mike Burrows,team,458.l.15505.t.9,DRO,Zakkeroni,Andromedans,team,469.l.8560.t.2,B2J,Lauren,Btwn2Jackies
12521,James Wood,team,458.l.15505.t.5,JEP,John Mobley,Jepordizers,team,469.l.8560.t.6,LFB,Alex,La Flama Blanca
12522,Jackson Merrill,team,458.l.15505.t.4,HAM,Nathan,Hammers,team,469.l.8560.t.5,JEP,John Mobley,Jepordizers
12540,Bryce Miller,team,458.l.15505.t.6,LFB,Alex,La Flama Blanca,team,469.l.8560.t.7,LAW,Mike,Law Abiding Citizen
